"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"06.06.2023","15,285","15,220","15,380","15,195","0,28K","0,82%"
"05.06.2023","15,160","15,035","15,195","14,965","0,19K","0,83%"
"02.06.2023","15,035","14,840","15,070","14,795","0,25K","1,69%"
"01.06.2023","14,785","14,730","14,845","14,600","0,24K","0,48%"
"31.05.2023","14,715","14,315","14,735","14,305","0,25K","1,31%"
"30.05.2023","14,525","14,720","14,900","14,320","0,38K","-1,32%"
"26.05.2023","14,720","14,640","14,910","14,640","0,10K","0,34%"
"25.05.2023","14,670","14,800","14,815","14,635","0,17K","-0,64%"
"24.05.2023","14,765","14,750","14,860","14,700","0,15K","-0,54%"
"23.05.2023","14,845","14,870","14,945","14,800","0,29K","-0,70%"
"22.05.2023","14,950","15,045","15,095","14,835","0,12K","-0,63%"
"19.05.2023","15,045","15,230","15,245","15,020","0,19K","-0,86%"
"18.05.2023","15,175","15,245","15,270","15,100","0,07K","-1,01%"
"17.05.2023","15,330","15,200","15,370","15,195","0,11K","1,02%"
"16.05.2023","15,175","15,330","15,345","15,130","0,13K","-0,78%"
"15.05.2023","15,295","15,455","15,520","15,240","0,13K","-17,26%"
"12.05.2023","18,485","18,270","18,500","18,240","0,32K","0,93%"
"11.05.2023","18,315","18,265","18,395","18,160","0,44K","0,30%"
"10.05.2023","18,260","18,200","18,335","18,025","0,35K","0,22%"
"09.05.2023","18,220","18,365","18,365","17,985","0,77K","-0,79%"
"08.05.2023","18,365","18,290","18,400","18,145","0,61K","0,44%"
"05.05.2023","18,285","17,995","18,300","17,950","0,54K","1,72%"
"04.05.2023","17,975","17,900","18,010","17,855","0,43K","0,28%"
"03.05.2023","17,925","17,770","17,970","17,770","0,67K","0,53%"
"02.05.2023","17,830","17,635","17,860","17,580","0,62K","1,22%"
"01.05.2023","17,615","17,370","17,630","17,305","0,54K","1,38%"
"28.04.2023","17,375","17,055","17,580","17,055","0,46K","1,88%"
"27.04.2023","17,055","17,010","17,125","16,895","0,28K","-0,23%"
"26.04.2023","17,095","17,070","17,265","17,035","0,31K","-0,32%"
"25.04.2023","17,150","17,255","17,420","17,000","0,51K","-0,90%"
"24.04.2023","17,305","17,220","17,440","17,010","0,64K","1,08%"
"21.04.2023","17,120","16,885","17,240","16,855","0,56K","1,39%"
"20.04.2023","16,885","16,875","17,175","16,850","0,36K","0,21%"
"19.04.2023","16,850","16,905","16,950","16,830","0,68K","-0,35%"
"18.04.2023","16,910","16,870","17,030","16,870","0,34K","0,00%"
"17.04.2023","16,910","16,980","17,000","16,800","0,68K","-0,68%"
"14.04.2023","17,025","17,280","17,370","16,855","0,67K","-1,30%"
"13.04.2023","17,250","17,405","17,495","17,100","1,12K","-0,49%"
"12.04.2023","17,335","17,175","17,450","17,170","0,55K","1,67%"
"11.04.2023","17,050","16,530","17,185","16,440","0,29K","3,15%"
"10.04.2023","16,530","16,855","16,855","16,430","0,23K","-1,99%"
"07.04.2023","16,865","16,635","16,635","16,635","","0,00%"
"06.04.2023","16,865","17,090","17,090","16,785","0,20K","-1,23%"
"05.04.2023","17,075","17,050","17,135","16,960","0,07K","0,21%"
"04.04.2023","17,040","17,380","17,380","16,960","0,18K","-1,76%"
"03.04.2023","17,345","17,690","17,815","17,330","0,21K","-1,78%"
"31.03.2023","17,660","17,845","17,950","17,645","0,27K","-0,65%"
"30.03.2023","17,775","17,750","17,820","17,735","0,12K","-0,11%"
"29.03.2023","17,795","17,725","17,840","17,720","0,04K","0,31%"
"28.03.2023","17,740","17,800","17,850","17,730","0,03K","-0,03%"
"27.03.2023","17,745","17,740","17,840","17,690","0,08K","-0,06%"
"24.03.2023","17,755","17,565","17,795","17,565","0,17K","1,11%"
"23.03.2023","17,560","17,200","17,560","17,200","0,10K","1,74%"
"22.03.2023","17,260","17,335","17,335","17,190","0,11K","-0,23%"
"21.03.2023","17,300","17,355","17,400","17,320","0,04K","-0,20%"
"20.03.2023","17,335","17,150","17,350","17,150","0,02K","0,52%"
"17.03.2023","17,245","17,190","17,190","17,165","0,01K","-0,43%"
"16.03.2023","17,320","17,385","17,385","17,230","0,05K","-0,32%"
"15.03.2023","17,375","17,430","17,520","17,295","0,05K","1,28%"
"14.03.2023","17,155","16,690","17,190","16,690","0,70K","2,91%"
"13.03.2023","16,670","16,400","16,735","16,275","0,49K","1,99%"
"10.03.2023","16,345","16,370","16,560","16,280","0,26K","0,18%"
"09.03.2023","16,315","16,330","16,510","16,250","0,56K","0,15%"
"08.03.2023","16,290","16,650","16,650","16,250","1,47K","-2,25%"
"07.03.2023","16,665","16,940","16,975","16,515","0,76K","-1,62%"
"06.03.2023","16,940","17,360","17,430","16,910","0,42K","-2,36%"
"03.03.2023","17,350","17,525","17,590","17,330","0,25K","-1,36%"
"02.03.2023","17,590","17,560","17,600","17,420","0,29K","0,40%"
"01.03.2023","17,520","17,280","17,600","16,945","1,21K","0,98%"
"28.02.2023","17,350","17,370","17,420","17,235","0,59K","-0,14%"
"27.02.2023","17,375","17,030","17,395","17,005","1,62K","2,03%"
"24.02.2023","17,030","17,145","17,145","16,940","1,16K","0,09%"
"23.02.2023","17,015","17,220","17,220","16,955","1,27K","-1,19%"
"22.02.2023","17,220","17,500","17,545","17,090","1,30K","-1,57%"
"21.02.2023","17,495","17,855","17,855","17,400","1,17K","-1,91%"
"17.02.2023","17,835","17,875","17,885","17,790","0,51K","-0,06%"
"16.02.2023","17,845","17,825","17,925","17,730","0,56K","0,08%"
"15.02.2023","17,830","17,970","17,970","17,730","0,84K","-0,72%"
"14.02.2023","17,960","18,190","18,190","17,910","0,59K","-1,26%"
"13.02.2023","18,190","18,435","18,435","18,165","0,37K","-0,95%"
"10.02.2023","18,365","18,410","18,460","18,310","0,21K","-0,22%"
"09.02.2023","18,405","18,260","18,500","18,260","0,42K","1,15%"
"08.02.2023","18,195","17,875","18,295","17,760","0,25K","2,33%"
"07.02.2023","17,780","17,840","17,915","17,780","0,23K","-0,36%"
"06.02.2023","17,845","18,065","18,065","17,860","0,18K","-1,14%"
"03.02.2023","18,050","18,120","18,120","18,025","0,07K","-0,28%"
"02.02.2023","18,100","18,155","18,230","18,110","0,09K","-0,52%"
"01.02.2023","18,195","18,190","18,275","18,180","0,10K","0,05%"
"31.01.2023","18,185","18,415","18,415","18,180","0,20K","-1,57%"
"30.01.2023","18,475","18,535","18,535","18,500","0,08K","-0,73%"
"27.01.2023","18,610","18,600","18,600","18,600","0,03K","0,05%"
"26.01.2023","18,600","18,500","18,650","18,500","0,02K","0,76%"
"25.01.2023","18,460","18,450","18,480","18,450","0,02K","-0,35%"
"24.01.2023","18,525","18,520","18,520","18,520","0,00K","0,11%"
"23.01.2023","18,505","18,490","18,545","18,470","0,01K","0,60%"
"20.01.2023","18,395","18,225","18,360","18,225","0,01K","1,07%"
"19.01.2023","18,200","18,195","18,195","18,195","0,00K","-0,36%"
"18.01.2023","18,265","18,200","18,260","18,150","0,01K","0,25%"
"17.01.2023","18,220","18,130","18,170","18,130","0,01K","0,39%"
"13.01.2023","18,150","18,075","18,375","18,050","0,59K","0,53%"
"12.01.2023","18,055","17,795","18,070","17,600","0,40K","1,60%"
"11.01.2023","17,770","17,990","18,050","17,600","0,35K","-1,33%"
"10.01.2023","18,010","17,870","18,035","17,835","0,25K","0,36%"
"09.01.2023","17,945","17,850","17,970","17,700","0,70K","1,01%"
"06.01.2023","17,765","17,625","17,850","17,490","0,48K","0,68%"
"05.01.2023","17,645","17,800","17,800","17,285","1,04K","-0,70%"
"04.01.2023","17,770","18,335","18,350","17,750","0,65K","-3,37%"
"03.01.2023","18,390","18,335","18,480","18,185","0,59K","0,00%"
"30.12.2022","18,390","18,215","18,420","18,215","0,57K","0,66%"
"29.12.2022","18,270","18,010","18,330","18,005","0,49K","1,02%"
"28.12.2022","18,085","18,150","18,250","17,910","1,14K","-1,31%"
"27.12.2022","18,325","18,400","18,530","18,260","0,97K","-0,46%"
"23.12.2022","18,410","18,200","18,420","18,200","1,05K","0,44%"
"22.12.2022","18,330","18,150","18,350","18,125","1,10K","0,77%"
"21.12.2022","18,190","18,045","18,350","17,975","1,29K","0,64%"
"20.12.2022","18,075","17,500","18,180","17,380","1,36K","3,49%"
"19.12.2022","17,465","17,050","17,600","17,050","0,93K","2,55%"
"16.12.2022","17,030","17,090","17,090","16,995","0,81K","0,26%"
"15.12.2022","16,985","17,080","17,090","16,990","1,02K","-0,73%"
"14.12.2022","17,110","17,140","17,145","17,050","0,60K","-0,12%"
"13.12.2022","17,130","17,115","17,185","17,070","0,38K","0,35%"
"12.12.2022","17,070","17,135","17,225","17,015","0,61K","-0,03%"
"09.12.2022","17,075","17,125","17,205","17,060","0,20K","-0,29%"
"08.12.2022","17,125","17,085","17,140","16,995","0,72K","0,29%"
"07.12.2022","17,075","17,165","17,230","17,005","0,43K","-0,70%"
"06.12.2022","17,195","17,485","17,485","17,060","0,95K","-0,98%"
"05.12.2022","17,365","17,970","18,050","17,345","0,44K","-3,39%"
"02.12.2022","17,975","18,090","18,090","17,970","0,10K","-0,88%"
"01.12.2022","18,135","18,100","18,235","18,080","0,19K","-0,03%"
"30.11.2022","18,140","18,185","18,210","18,130","0,15K","-0,41%"
"29.11.2022","18,215","18,185","18,265","18,180","0,11K","-0,03%"
"28.11.2022","18,220","18,450","18,450","17,900","0,06K","-1,03%"
"25.11.2022","18,410","18,310","18,485","18,310","0,07K","0,68%"
"23.11.2022","18,285","18,120","18,310","18,120","0,13K","0,38%"
"22.11.2022","18,215","18,055","18,180","18,050","0,03K","0,75%"
"21.11.2022","18,080","18,065","18,140","18,065","0,01K","0,08%"
"18.11.2022","18,065","18,055","18,230","18,055","0,04K","0,33%"
"17.11.2022","18,005","18,010","18,200","17,920","0,28K","-0,03%"
"16.11.2022","18,010","18,005","18,020","17,795","0,06K","-0,17%"
"15.11.2022","18,040","18,140","18,165","18,030","0,09K","0,47%"
"14.11.2022","17,955","17,955","18,015","17,805","0,82K","-0,11%"
"11.11.2022","17,975","17,980","18,040","17,895","0,84K","-0,17%"
"10.11.2022","18,005","17,915","18,045","17,870","0,58K","0,11%"
"09.11.2022","17,985","17,910","18,000","17,855","0,66K","0,33%"
"08.11.2022","17,925","17,795","17,930","17,750","0,80K","0,76%"
"07.11.2022","17,790","17,695","17,810","17,690","0,76K","0,54%"
"04.11.2022","17,695","17,500","17,765","17,490","0,74K","0,65%"
"03.11.2022","17,580","17,510","17,705","17,280","0,81K","0,00%"
"02.11.2022","17,580","17,590","17,730","17,450","1,53K","-0,40%"
"01.11.2022","17,650","16,985","17,735","16,950","2,29K","3,92%"
"31.10.2022","16,985","16,535","17,000","16,535","1,14K","2,91%"
"28.10.2022","16,505","16,390","16,525","16,295","1,14K","0,98%"
"27.10.2022","16,345","16,395","16,455","16,280","1,15K","-0,15%"
"26.10.2022","16,370","16,545","16,550","16,335","1,24K","-0,97%"
"25.10.2022","16,530","16,560","16,625","16,530","0,83K","-0,27%"
"24.10.2022","16,575","16,680","16,775","16,560","1,46K","-0,63%"
"21.10.2022","16,680","16,815","16,870","16,575","1,10K","-0,77%"
"20.10.2022","16,810","16,855","16,900","16,800","1,15K","-0,15%"
"19.10.2022","16,835","16,890","16,900","16,825","0,46K","-0,33%"
"18.10.2022","16,890","17,000","17,005","16,840","0,86K","-0,71%"
"17.10.2022","17,010","17,070","17,100","17,000","0,45K","-0,38%"
"14.10.2022","17,075","17,095","17,150","17,065","0,54K","-0,12%"
"13.10.2022","17,095","17,160","17,170","17,065","0,27K","-0,35%"
"12.10.2022","17,155","17,070","17,225","17,055","0,40K","0,44%"
"11.10.2022","17,080","17,080","17,115","17,030","0,59K","0,15%"
"10.10.2022","17,055","17,255","17,255","17,050","0,38K","-0,61%"
"07.10.2022","17,160","17,210","17,210","17,150","0,08K","-0,41%"
"06.10.2022","17,230","17,340","17,340","17,210","0,15K","-0,49%"
"05.10.2022","17,315","17,310","17,325","17,255","0,12K","0,00%"
"04.10.2022","17,315","17,280","17,360","17,245","0,20K","0,29%"
"03.10.2022","17,265","17,460","17,475","17,260","0,22K","-1,29%"
"30.09.2022","17,490","17,660","17,660","17,470","0,17K","-0,96%"
"29.09.2022","17,660","17,700","17,760","17,635","0,19K","0,00%"
"28.09.2022","17,660","17,610","17,675","17,565","0,06K","0,26%"
"27.09.2022","17,615","17,685","17,685","17,525","0,04K","-0,06%"
"26.09.2022","17,625","17,650","17,650","17,440","0,12K","-0,25%"
"23.09.2022","17,670","17,650","17,695","17,650","0,08K","0,06%"
"22.09.2022","17,660","17,870","17,870","17,650","0,12K","-1,26%"
"21.09.2022","17,885","17,945","18,020","17,855","0,04K","-0,58%"
"20.09.2022","17,990","17,930","18,050","17,930","0,04K","0,50%"
"19.09.2022","17,900","18,000","18,000","17,920","0,05K","-1,00%"
"16.09.2022","18,080","18,040","18,045","17,920","0,04K","0,03%"
"15.09.2022","18,075","18,000","18,155","17,990","0,04K","1,54%"
"14.09.2022","17,800","17,785","17,890","17,670","0,46K","0,08%"
"13.09.2022","17,785","17,695","17,835","17,605","0,38K","0,48%"
"12.09.2022","17,700","17,585","17,760","17,390","0,49K","0,65%"
"09.09.2022","17,585","17,195","17,670","17,195","0,34K","2,00%"
"08.09.2022","17,240","17,085","17,270","17,000","0,43K","1,08%"
"07.09.2022","17,055","17,230","17,230","16,970","0,93K","-0,44%"
"06.09.2022","17,130","17,600","17,815","17,080","0,64K","-3,03%"
"02.09.2022","17,665","17,635","17,940","17,635","0,38K","-0,06%"
"01.09.2022","17,675","17,870","17,950","17,585","0,69K","-0,92%"
"31.08.2022","17,840","17,715","17,955","17,715","0,63K","0,28%"
"30.08.2022","17,790","17,650","17,850","17,540","0,95K","0,82%"
"29.08.2022","17,645","17,600","17,675","16,850","1,18K","-0,11%"
"26.08.2022","17,665","17,435","17,680","17,435","0,76K","0,77%"
"25.08.2022","17,530","17,565","17,680","17,435","1,01K","-0,43%"
"24.08.2022","17,605","17,585","17,820","17,550","1,48K","-0,06%"
"23.08.2022","17,615","17,485","17,640","17,440","1,33K","1,12%"
"22.08.2022","17,420","17,410","17,520","17,305","0,76K","0,26%"
"19.08.2022","17,375","16,870","17,435","16,870","0,74K","3,12%"
"18.08.2022","16,850","16,955","16,985","16,800","1,60K","-0,62%"
"17.08.2022","16,955","17,195","17,195","16,945","0,75K","-1,37%"
"16.08.2022","17,190","17,325","17,390","17,175","0,19K","-0,98%"
"15.08.2022","17,360","17,485","17,485","17,280","0,21K","-0,49%"
"12.08.2022","17,445","17,300","17,460","17,280","0,08K","0,43%"
"11.08.2022","17,370","17,225","17,465","17,225","0,13K","0,87%"
"10.08.2022","17,220","17,190","17,235","17,125","0,10K","-0,23%"
"09.08.2022","17,260","17,470","17,520","17,260","0,06K","-1,00%"
"08.08.2022","17,435","17,475","17,550","17,360","0,16K","-0,71%"
"05.08.2022","17,560","17,585","17,680","17,485","0,17K","-0,03%"
"04.08.2022","17,565","17,350","17,570","17,255","0,12K","1,44%"
"03.08.2022","17,315","16,980","17,320","16,980","0,04K","1,61%"
"02.08.2022","17,040","16,955","17,110","16,940","0,05K","0,41%"
"01.08.2022","16,970","17,185","17,195","16,950","0,17K","-1,31%"
"29.07.2022","17,195","17,330","17,350","17,195","0,31K","-0,61%"
"28.07.2022","17,300","17,225","17,310","17,205","0,16K","-0,06%"
"27.07.2022","17,310","17,320","17,330","17,280","0,03K","-0,06%"
"26.07.2022","17,320","17,285","17,330","17,180","0,04K","0,81%"
"25.07.2022","17,180","17,020","17,140","17,020","0,02K","0,53%"
"22.07.2022","17,090","17,130","17,205","17,130","0,00K","-0,67%"
"21.07.2022","17,205","17,050","17,180","17,050","0,05K","0,23%"
"20.07.2022","17,165","17,380","17,400","17,040","0,09K","-1,21%"
"19.07.2022","17,375","17,305","17,500","17,270","0,07K","0,32%"
"18.07.2022","17,320","16,850","17,430","16,850","0,05K","3,25%"
"15.07.2022","16,775","16,825","16,825","16,825","0,00K","2,29%"
"14.07.2022","16,400","16,410","16,465","16,325","0,21K","-0,15%"
"13.07.2022","16,425","16,440","16,515","16,325","0,12K","-0,15%"
"12.07.2022","16,450","16,455","16,625","16,305","0,35K","-0,51%"
"11.07.2022","16,535","16,470","16,600","16,395","0,32K","0,49%"
"08.07.2022","16,455","16,355","16,500","16,280","0,32K","0,43%"
"07.07.2022","16,385","16,080","16,400","16,080","0,47K","1,27%"
"06.07.2022","16,180","16,110","16,225","16,050","0,60K","0,43%"
"05.07.2022","16,110","16,400","16,475","16,100","1,00K","-1,89%"
"01.07.2022","16,420","16,700","16,810","16,380","0,44K","-1,94%"
"30.06.2022","16,745","16,750","16,820","16,630","0,39K","-0,33%"
"29.06.2022","16,800","16,650","16,920","16,575","0,63K","1,33%"
"28.06.2022","16,580","16,400","16,695","16,380","0,52K","0,82%"
"27.06.2022","16,445","16,510","16,605","16,410","0,60K","0,21%"
"24.06.2022","16,410","16,415","16,525","16,370","0,44K","-0,39%"
"23.06.2022","16,475","16,655","16,655","16,360","0,75K","-1,26%"
"22.06.2022","16,685","16,500","16,700","16,380","0,90K","1,09%"
"21.06.2022","16,505","16,605","16,645","16,485","0,35K","-0,57%"
"17.06.2022","16,600","16,705","16,750","16,455","0,73K","-0,75%"
"16.06.2022","16,725","16,840","16,960","16,690","0,73K","-0,54%"
"15.06.2022","16,815","16,825","16,900","16,745","0,45K","-0,50%"
"14.06.2022","16,900","16,725","16,960","16,635","0,61K","1,08%"
"13.06.2022","16,720","16,655","16,875","16,450","0,48K","0,91%"
"10.06.2022","16,570","16,855","16,900","16,555","0,67K","-2,33%"
"09.06.2022","16,965","17,250","17,250","16,900","0,49K","-1,60%"
"08.06.2022","17,240","17,210","17,295","17,100","0,24K","-0,06%"
"07.06.2022","17,250","17,470","17,490","17,200","0,26K","-1,57%"
"06.06.2022","17,525","17,135","17,540","17,050","0,25K","2,73%"
"03.06.2022","17,060","17,245","17,300","17,050","0,13K","-1,16%"
"02.06.2022","17,260","17,440","17,620","17,180","0,38K","-0,95%"
"01.06.2022","17,425","17,800","17,840","17,410","0,34K","-2,16%"
"31.05.2022","17,810","17,730","17,875","17,665","0,41K","2,15%"
"30.05.2022","17,435","17,435","17,435","17,435","","-1,69%"
"27.05.2022","17,735","17,455","17,765","17,445","0,25K","1,37%"
"26.05.2022","17,495","17,270","17,575","17,270","0,13K","1,16%"
"25.05.2022","17,295","17,350","17,390","17,180","0,07K","-0,63%"
"24.05.2022","17,405","17,550","17,595","17,150","0,07K","-0,66%"
"23.05.2022","17,520","17,480","17,680","17,420","0,18K","0,81%"
"20.05.2022","17,380","17,180","17,460","17,120","0,07K","0,87%"
"19.05.2022","17,230","16,980","17,250","16,960","0,06K","1,14%"
"18.05.2022","17,035","17,290","17,290","16,915","0,21K","-1,50%"
"17.05.2022","17,295","17,770","18,080","17,050","0,60K","-3,14%"
"16.05.2022","17,855","17,470","18,145","17,470","0,57K","2,79%"
"13.05.2022","17,370","17,230","17,535","17,170","0,42K","1,14%"
"12.05.2022","17,175","17,020","17,220","16,985","0,35K","1,03%"
"11.05.2022","17,000","16,930","17,170","16,870","0,23K","0,53%"
"10.05.2022","16,910","16,830","17,035","16,610","0,51K","0,36%"
"09.05.2022","16,850","17,020","17,100","16,825","0,32K","-0,85%"
"06.05.2022","16,995","17,070","17,185","16,950","0,21K","-0,50%"
"05.05.2022","17,080","17,125","17,355","16,780","0,50K","-0,12%"
"04.05.2022","17,100","17,080","17,205","17,025","0,37K","0,38%"
"03.05.2022","17,035","17,155","17,360","16,910","0,37K","-0,76%"
"02.05.2022","17,165","17,490","17,490","17,045","0,60K","-1,77%"
"29.04.2022","17,475","17,140","17,495","16,940","0,62K","1,87%"
"28.04.2022","17,155","16,935","17,285","16,915","0,54K","0,73%"
"27.04.2022","17,030","16,900","17,245","16,760","0,60K","-0,41%"
"26.04.2022","17,100","16,755","17,170","16,745","0,75K","2,61%"
"25.04.2022","16,665","16,475","16,895","16,365","0,64K","0,69%"
"22.04.2022","16,550","16,550","16,635","16,470","0,71K","-0,18%"
"21.04.2022","16,580","16,435","16,625","16,430","0,70K","1,19%"
"20.04.2022","16,385","16,400","16,580","16,345","0,82K","-0,09%"
"19.04.2022","16,400","16,895","17,315","16,030","1,31K","-2,84%"
"18.04.2022","16,880","16,535","17,010","16,525","0,67K","2,15%"
"14.04.2022","16,525","16,065","16,535","16,065","1,25K","2,74%"
"13.04.2022","16,085","16,045","16,110","15,960","0,86K","0,34%"
"12.04.2022","16,030","15,950","16,055","15,940","0,55K","0,53%"
"11.04.2022","15,945","16,095","16,095","15,935","0,37K","-0,93%"
"08.04.2022","16,095","16,090","16,170","16,020","0,45K","-0,16%"
"07.04.2022","16,120","16,225","16,225","16,025","0,16K","-0,52%"
